Day,Date,Peak_Wind_Gust_kmh,Mid_Wind_Gust_kmh,Valley_Wind_Gust_kmh,Peak_Wind_Speed_kmh,Mid_Wind_Speed_kmh,Valley_Wind_Speed_kmh,Peak_Min_Temp,Peak_Max_Temp,Peak_Feels_Like,Mid_Min_Temp,Mid_Max_Temp,Mid_Feels_Like,Valley_Min_Temp,Valley_Max_Temp,Valley_Feels_Like,Inversion,Peak_Weather2,Peak_Weather5,Mid_Weather2,Mid_Weather5,Valley_Weather2,Valley_Weather5,Peak_Rain_mm,Mid_Rain_mm,Valley_Rain_mm,Peak_Snow_cm,Mid_Snow_cm,Valley_Snow_cm,Thunder,Peak_Snow_depth_cm,Mid_Snow_depth_cm,Base_Snow_depth_cm,
670,30/04/2016,6,3,2,1,1,0,6,6,5,9,20,9,16,17,18,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,,513,162,0,
671,01/05/2016,0,0,0,0,0,0,7,9,12,10,19,14,17,19,21,,Rain,Rain Showers,Sunny,,Sunny,,2,0,0,0,0,0,,476,132,0,
672,02/05/2016,0,0,0,0,0,0,5,6,12,7,10,14,10,10,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,1,4,0,0,0,,458,61,0,
673,03/05/2016,0,0,0,0,0,0,2,2,6,4,7,9,7,10,12,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,4,3,0,0,0,,453,21,0,
674,04/05/2016,0,0,0,0,0,0,-1,0,3,2,9,6,9,9,14,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,454,5,0,
675,05/05/2016,1,1,1,1,1,1,2,6,4,5,9,7,7,10,10,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,3,2,0,0,0,,447,0,0,
676,06/05/2016,1,1,0,1,1,0,0,0,1,2,9,4,5,5,7,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,3,2,0,0,,448,0,0,
677,07/05/2016,1,1,0,1,1,0,6,8,7,8,12,11,11,15,14,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,3,3,0,0,0,,431,0,0,
678,08/05/2016,1,0,0,1,0,0,2,9,4,7,11,10,12,21,15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,422,0,0,
679,09/05/2016,7,5,3,1,1,0,4,5,2,7,12,6,9,13,10,,Rain,Rain Showers,Rain,Rain Showers,Rain,Mod Rain,4,10,13,0,0,0,,418,0,0,
680,10/05/2016,0,0,0,0,0,0,10,13,16,15,18,20,20,24,24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,417,0,0,
681,11/05/2016,0,0,0,0,0,0,7,10,11,10,12,14,12,15,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,2,4,0,0,0,,402,0,0,
682,12/05/2016,0,0,0,0,0,0,10,10,17,15,22,21,20,20,25,,Cloudy,,Sunny,,Sunny,,0,0,0,0,0,0,,397,0,0,
683,13/05/2016,0,0,0,0,0,0,9,12,13,12,16,16,14,16,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,4,2,0,0,0,,369,0,0,
684,14/05/2016,0,0,0,0,0,0,9,9,13,11,22,15,19,22,22,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,,343,0,0,
685,15/05/2016,1,0,0,1,0,0,11,18,13,16,21,18,21,25,23,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,338,0,0,
686,16/05/2016,0,0,0,0,0,0,4,7,7,6,12,10,9,13,12,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,4,4,0,0,0,,334,0,0,
687,17/05/2016,1,0,0,0,0,0,4,6,6,6,12,9,9,9,12,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,5,4,0,0,0,,327,0,0,
688,18/05/2016,0,0,0,0,0,0,8,10,11,11,13,14,13,14,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Mod Rain,8,2,14,0,0,0,,287,0,0,
689,19/05/2016,2,1,1,0,0,0,8,11,9,11,18,12,18,18,20,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,,271,0,0,
690,20/05/2016,0,0,0,0,0,0,9,11,14,12,23,17,19,21,23,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,9,0,0,0,0,0,,226,0,0,
691,21/05/2016,0,0,0,0,0,0,8,8,13,13,19,18,18,21,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,218,0,0,
692,22/05/2016,0,0,0,0,0,0,6,8,13,9,12,15,11,15,17,,Rain,Rain Showers,Rain,Heavy Rain,Rain,Heavy Rain,9,25,22,0,0,0,,199,0,0,
693,23/05/2016,0,0,0,0,0,0,9,13,16,12,18,18,14,15,20,,Rain,Heavy Rain,Rain,Heavy Rain,Rain,Mod Rain,24,21,12,0,0,0,,181,0,0,
694,24/05/2016,0,0,0,0,0,0,7,9,10,10,12,13,12,12,16,,Rain,Mod Rain,Rain,Mod Rain,Rain,Mod Rain,16,17,19,0,0,0,,152,0,0,
695,25/05/2016,0,0,0,0,0,0,7,11,11,10,20,14,17,19,21,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,6,0,0,0,0,0,,145,0,0,
696,26/05/2016,0,0,0,0,0,0,8,10,16,13,18,20,18,21,24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,136,0,0,
697,27/05/2016,0,0,0,0,0,0,7,11,12,12,19,17,17,20,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,129,0,0,
698,28/05/2016,0,0,0,0,0,0,9,9,15,14,23,20,19,20,24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,128,0,0,
699,29/05/2016,0,0,0,0,0,0,9,10,15,12,20,18,19,23,24,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,7,0,0,0,0,0,,118,0,0,
700,30/05/2016,0,0,0,0,0,0,7,8,12,12,18,17,17,18,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,115,0,0,
701,31/05/2016,0,0,0,0,0,0,10,11,16,13,16,18,15,17,20,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,15,6,5,0,0,0,,84,0,0,
702,01/06/2016,0,0,0,0,0,0,9,9,16,15,22,20,20,20,24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,83,0,0,
703,02/06/2016,0,0,0,0,0,0,7,8,16,10,14,18,12,14,20,,Rain,Mod Rain,Rain,Mod Rain,Rain,Mod Rain,12,11,20,0,0,0,,61,0,0,
704,03/06/2016,0,0,0,0,0,0,9,10,18,12,17,20,15,16,21,,Rain,Mod Rain,Rain,Rain Showers,Rain,Mod Rain,18,7,19,0,0,0,,32,0,0,
705,04/06/2016,0,0,0,0,0,0,10,13,15,15,20,20,20,22,24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,24,0,0,
706,05/06/2016,0,0,0,0,0,0,8,11,13,10,17,16,13,14,18,,Rain,Mod Rain,Rain,Mod Rain,Rain,Mod Rain,12,11,13,0,0,0,,0,0,0,
707,06/06/2016,0,0,0,0,0,0,11,15,15,13,21,18,21,23,24,,Rain,Heavy Rain,Partly Cloudy,,Partly Cloudy,,25,0,0,0,0,0,,0,0,0,
708,07/06/2016,0,0,0,0,0,0,14,18,17,19,26,22,24,27,27,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,Thunder,0,0,0,
709,08/06/2016,0,0,0,0,0,0,9,10,14,11,14,16,14,18,19,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,18,9,9,0,0,0,,0,0,0,
710,09/06/2016,0,0,0,0,0,0,9,13,14,11,17,16,14,16,18,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,8,9,0,0,0,,0,0,0,
711,10/06/2016,0,0,0,0,0,0,11,11,13,13,21,16,21,24,24,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,9,0,0,0,0,0,,0,0,0,
712,11/06/2016,0,0,0,0,0,0,15,17,17,17,22,20,20,24,23,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,5,4,0,0,0,,0,0,0,
713,12/06/2016,0,0,0,0,0,0,9,12,12,14,23,17,19,20,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
714,13/06/2016,0,0,0,0,0,0,7,13,10,12,14,15,17,23,20,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
715,14/06/2016,1,0,0,0,0,0,10,13,12,12,16,15,15,16,18,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,3,4,0,0,0,,0,0,0,
716,15/06/2016,0,0,0,0,0,0,10,10,16,12,17,18,15,15,20,,Rain,Rain Showers,Rain,Rain Showers,Rain,Mod Rain,9,1,14,0,0,0,,0,0,0,
717,16/06/2016,0,0,0,0,0,0,10,10,16,12,17,18,15,15,20,,Rain,Rain Showers,Rain,Rain Showers,Rain,Mod Rain,9,1,14,0,0,0,,0,0,0,
718,17/06/2016,1,0,0,0,0,0,8,9,10,13,22,15,18,22,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
719,18/06/2016,0,0,0,0,0,0,4,6,7,6,11,10,9,9,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,1,2,0,0,0,,0,0,0,
720,19/06/2016,0,0,0,0,0,0,7,9,10,9,14,13,12,15,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,3,4,0,0,0,,0,0,0,
721,20/06/2016,1,0,0,1,0,0,7,10,9,9,21,12,17,20,20,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,,0,0,0,
722,21/06/2016,0,0,0,0,0,0,3,4,7,5,12,10,8,9,13,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,3,5,0,0,0,,0,0,0,
723,22/06/2016,0,0,0,0,0,0,4,6,7,9,11,13,14,17,18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
724,23/06/2016,0,0,0,0,0,0,10,13,17,8,11,16,5,13,14,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,0,0,0,
725,24/06/2016,1,1,0,1,1,0,7,9,8,9,20,12,17,19,19,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,,0,0,0,
726,25/06/2016,1,1,0,1,1,0,5,7,6,7,16,10,15,17,18,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,,0,0,0,
727,26/06/2016,2,1,1,1,1,0,6,7,7,8,20,10,16,17,18,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,,0,0,0,
728,27/06/2016,1,0,0,1,0,0,6,9,8,8,17,11,16,16,19,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,,0,0,0,
729,28/06/2016,2,1,1,1,1,0,8,11,9,10,17,12,13,16,15,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,2,1,0,0,0,,0,0,0,
730,29/06/2016,1,1,0,1,1,0,7,11,8,9,18,12,17,21,19,,Rain,Rain Showers,Sunny,,Sunny,,2,0,0,0,0,0,,0,0,0,
731,30/06/2016,1,0,0,1,0,0,10,15,12,15,17,17,20,26,22,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
732,01/07/2016,1,1,0,1,1,0,12,15,13,14,25,16,22,22,24,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,,0,0,0,
733,02/07/2016,0,0,0,0,0,0,4,11,7,10,17,13,15,21,18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
734,03/07/2016,4,2,1,4,2,1,7,9,7,10,12,11,12,16,14,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,14,6,8,0,0,0,,0,0,0,
735,04/07/2016,1,0,0,1,0,0,4,7,7,7,13,10,9,11,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,4,5,0,0,0,,0,0,0,
736,05/07/2016,2,1,1,2,1,1,5,11,6,10,12,12,15,19,18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
737,06/07/2016,7,4,3,4,2,1,3,10,2,8,12,8,13,16,14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
738,07/07/2016,6,3,2,3,2,1,4,11,3,9,14,10,14,21,16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
739,08/07/2016,5,3,1,2,1,1,5,7,4,8,12,8,10,12,12,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,5,3,0,0,0,,0,0,0,
740,09/07/2016,0,0,0,0,0,0,4,11,13,2,5,12,-1,7,10,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,0,0,0,
741,10/07/2016,1,0,0,1,0,0,9,11,12,12,16,15,14,17,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,1,5,0,0,0,,0,0,0,
742,11/07/2016,6,4,2,3,2,1,9,12,8,14,21,15,19,20,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
743,12/07/2016,0,0,0,0,0,0,3,6,7,6,10,10,8,11,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,5,4,0,0,0,,0,0,0,
744,13/07/2016,2,1,1,2,1,1,5,8,6,8,10,9,10,10,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,1,3,0,0,0,,0,0,0,
745,14/07/2016,0,0,0,0,0,0,7,11,10,10,12,13,12,16,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,5,3,0,0,0,,0,0,0,
746,15/07/2016,3,2,1,3,2,1,10,13,10,12,16,14,15,15,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,5,2,0,0,0,,0,0,0,
747,16/07/2016,1,1,1,1,1,1,8,11,9,10,21,13,18,19,20,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,1,0,0,0,0,0,,0,0,0,
748,17/07/2016,7,4,2,7,4,2,9,12,8,11,20,11,19,20,20,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,11,0,0,0,0,0,,0,0,0,
749,18/07/2016,15,10,6,7,4,2,11,15,9,16,21,16,21,26,22,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,Thunder,0,0,0,
750,19/07/2016,25,14,6,5,3,1,8,12,4,13,20,11,18,20,18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
751,20/07/2016,8,5,2,2,1,1,7,9,5,9,12,9,12,15,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,2,3,0,0,0,,0,0,0,
752,21/07/2016,1,1,0,1,0,0,6,7,8,8,16,11,16,18,18,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,12,0,0,0,0,0,,0,0,0,
753,22/07/2016,0,0,0,0,0,0,5,6,13,11,19,17,15,19,21,,Cloudy,,Cloudy,,Cloudy,,0,0,0,0,0,0,,0,0,0,
754,23/07/2016,2,1,1,2,1,1,8,9,9,13,20,15,18,21,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
755,24/07/2016,0,0,0,0,0,0,8,8,14,11,13,16,13,16,18,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,13,9,3,0,0,0,,0,0,0,
756,25/07/2016,1,1,0,1,1,0,6,8,8,9,17,11,16,19,19,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,12,0,0,0,0,0,,0,0,0,
757,26/07/2016,0,0,0,0,0,0,5,8,12,10,16,17,15,18,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
758,27/07/2016,1,0,0,1,0,0,7,9,10,10,12,13,12,15,15,,Rain,Mod Rain,Rain,Heavy Rain,Rain,Heavy Rain,15,21,23,0,0,0,,0,0,0,
759,28/07/2016,10,6,4,10,6,4,6,10,4,11,20,11,16,17,17,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
760,29/07/2016,6,4,2,6,4,2,3,7,1,8,14,8,13,17,14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
761,30/07/2016,1,1,0,1,1,0,2,6,4,7,10,9,12,18,15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
762,31/07/2016,29,20,15,13,8,5,5,7,0,7,13,4,10,11,8,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,4,2,0,0,0,,0,0,0,
763,01/08/2016,32,20,13,14,9,5,5,6,-1,10,19,7,15,15,14,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
764,02/08/2016,3,2,1,3,2,1,2,8,2,8,13,8,13,21,14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
765,03/08/2016,0,0,0,0,0,0,4,8,9,7,17,12,14,18,19,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,,0,0,0,
766,04/08/2016,3,2,1,3,2,1,1,7,1,6,9,7,11,16,13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
767,05/08/2016,2,1,1,2,1,1,10,11,11,13,24,14,20,21,23,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,,0,0,0,
768,06/08/2016,20,12,7,10,6,3,6,8,2,9,14,7,11,12,10,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,2,5,0,0,0,,0,0,0,
769,07/08/2016,37,22,12,7,4,2,8,9,3,11,21,8,18,18,18,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,,0,0,0,
770,08/08/2016,0,0,0,0,0,0,1,4,5,3,6,8,6,7,11,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,5,4,0,0,0,,0,0,0,
771,09/08/2016,0,0,0,0,0,0,7,11,11,9,21,14,17,18,21,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,,0,0,0,
772,10/08/2016,6,4,2,6,4,2,1,3,-1,6,13,5,11,16,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
773,11/08/2016,0,0,0,0,0,0,1,3,10,-2,3,9,-5,-2,7,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,0,0,0,
774,12/08/2016,4,3,2,4,3,2,1,3,1,7,11,7,11,16,13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
775,13/08/2016,1,0,0,1,0,0,8,8,11,11,21,14,18,18,21,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,,0,0,0,
776,14/08/2016,26,15,8,11,7,4,2,2,-3,5,8,1,7,7,6,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,5,2,0,0,0,,0,0,0,
777,15/08/2016,36,23,13,9,6,3,3,3,-3,6,11,2,8,12,6,,Rain,Mod Rain,Rain,Rain Showers,Rain,Mod Rain,19,5,13,0,0,0,,0,0,0,
778,16/08/2016,0,0,0,0,0,0,7,9,11,9,12,14,12,15,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,5,5,0,0,0,,0,0,0,
779,17/08/2016,3,2,1,3,2,1,0,3,-1,2,11,3,10,10,12,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,3,0,0,
780,18/08/2016,2,1,1,2,1,1,0,4,1,2,8,4,5,5,7,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,1,5,0,0,,8,0,0,
781,19/08/2016,7,5,3,7,5,3,-1,3,-4,1,8,0,4,8,4,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,5,3,0,0,,10,0,0,
782,20/08/2016,0,0,0,0,0,0,2,5,7,8,16,12,12,12,17,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,4,0,0,
783,21/08/2016,16,9,4,16,9,4,4,8,1,9,17,8,14,16,15,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
784,22/08/2016,39,23,12,38,22,12,3,6,-3,8,14,5,13,13,12,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
785,23/08/2016,63,37,19,37,22,12,6,10,-1,11,14,8,16,23,15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
786,24/08/2016,51,30,16,30,18,10,2,6,-6,4,8,-1,7,8,4,,Sleet,Sleet Showers,Rain,Heavy Rain,Rain,Heavy Rain,0,24,25,0,0,0,,0,0,0,
787,25/08/2016,41,24,12,23,14,7,4,8,-3,9,13,5,14,20,13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
788,26/08/2016,40,24,13,22,13,7,1,3,-7,3,8,-2,6,6,3,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Heavy Rain,0,7,24,0,0,0,,0,0,0,
789,27/08/2016,22,13,8,18,10,5,0,1,-5,3,10,0,6,6,4,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,2,5,0,0,0,,0,0,0,
790,28/08/2016,8,5,3,8,5,3,1,3,-1,4,12,3,11,14,12,,Sleet,Sleet Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
791,29/08/2016,36,20,10,14,8,4,0,3,-7,5,10,2,10,14,9,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
792,30/08/2016,10,6,4,9,5,3,1,1,-2,4,8,2,6,10,6,,Sleet,Sleet Showers,Rain,Heavy Rain,Rain,Mod Rain,0,23,11,0,0,0,,0,0,0,
793,31/08/2016,3,2,1,3,2,1,0,3,0,3,8,3,5,8,7,,Sleet,Sleet Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,9,0,0,0,,0,0,0,
794,01/09/2016,37,21,9,19,11,6,-1,3,-8,2,10,-3,9,12,8,,Snow,Heavy Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,24,0,0,,21,0,0,
795,02/09/2016,9,6,3,9,6,3,0,0,-3,5,10,4,10,10,11,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,16,0,0,
796,03/09/2016,1,0,0,1,0,0,1,3,3,3,15,6,11,15,14,,Sleet,Sleet Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,12,0,0,
797,04/09/2016,2,2,1,2,2,1,-1,3,-1,1,12,2,9,10,11,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,5,0,0,,17,0,0,
798,05/09/2016,1,1,0,1,1,0,0,1,2,5,13,8,10,12,13,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,8,0,0,
799,06/09/2016,41,25,14,41,25,14,1,5,-7,6,15,1,11,13,9,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
800,07/09/2016,42,23,11,42,23,11,-3,4,-12,2,6,-4,7,10,4,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
801,08/09/2016,69,39,19,55,34,19,-1,1,-10,5,11,-1,9,9,7,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,0,
802,09/09/2016,86,58,39,51,32,20,-2,-2,-12,1,7,-7,3,5,-3,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,5,2,0,0,,0,0,0,
803,10/09/2016,90,55,32,42,26,15,-3,1,-14,0,11,-9,7,10,3,,Snow,Heavy Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,21,0,0,,15,0,0,
804,11/09/2016,4,2,1,4,2,1,1,1,0,4,7,4,6,9,8,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,1,2,0,0,0,,11,0,0,
805,12/09/2016,80,49,28,30,18,11,-4,-2,-15,-1,10,-10,6,6,2,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,8,3,0,
806,13/09/2016,5,3,2,5,3,2,0,2,-2,2,11,2,10,14,11,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,5,0,0,,13,0,0,
807,14/09/2016,51,30,16,25,16,10,-1,-1,-10,1,10,-5,9,9,6,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,10,0,0,,20,0,0,
808,15/09/2016,43,28,18,25,16,10,-2,0,-11,0,8,-6,8,9,5,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,21,0,0,
809,16/09/2016,23,14,7,20,13,7,-1,3,-7,1,6,-3,4,5,2,,Snow,Mod Snow,Sleet,Sleet Showers,Rain,Mod Rain,0,0,12,12,0,0,,0,0,0,
810,17/09/2016,1,1,0,1,1,0,-7,-2,-5,-1,1,1,4,11,7,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
811,18/09/2016,9,5,2,9,5,2,-7,0,-11,-2,1,-3,3,10,4,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
812,19/09/2016,2,1,1,2,1,1,-3,1,-3,0,4,1,2,5,5,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,0,3,3,0,,3,2,0,
813,20/09/2016,44,31,22,30,19,12,-3,-3,-12,0,2,-7,2,5,-3,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,0,5,4,0,,5,5,0,
814,21/09/2016,54,32,17,41,26,15,-4,-2,-14,-1,4,-8,1,5,-3,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,0,2,1,0,,3,4,0,
815,22/09/2016,9,6,4,9,6,4,-5,-1,-9,-3,6,-5,5,5,4,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,9,0,0,,11,4,0,
816,23/09/2016,3,2,1,3,2,1,-6,-6,-7,-4,6,-3,4,6,6,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,15,4,0,
817,24/09/2016,78,52,34,49,30,17,-8,-6,-21,-3,3,-13,2,11,-5,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,7,0,0,
818,25/09/2016,6,4,2,6,4,2,-9,-6,-13,-4,3,-6,1,4,1,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,2,0,0,
819,26/09/2016,16,9,4,16,9,4,-8,-6,-14,-2,2,-6,3,10,2,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
820,27/09/2016,124,76,44,46,27,15,-9,-6,-24,-6,-2,-18,-4,-4,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,0,2,3,
821,28/09/2016,0,0,0,0,0,0,-4,1,5,-6,-3,3,-9,-1,1,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,0,0,3,
